Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
3.645	52.50	94.2518	5.1164
3.653	52.58	94.2482	5.1162
3.662	52.67	94.2446	5.1160
3.670	52.75	94.2409	5.1158
3.678	52.84	94.2372	5.1156
3.687	52.92	94.2334	5.1154
3.695	53.00	94.2297	5.1152
3.703	53.09	94.2261	5.1150
3.712	53.17	94.2224	5.1148
3.720	53.25	94.2188	5.1146
3.728	53.34	94.2150	5.1144
3.737	53.42	94.2112	5.1142
3.745	53.50	94.2076	5.1140
3.753	53.59	94.2039	5.1138
3.762	53.67	94.2003	5.1136
3.770	53.76	94.1967	5.1134
3.778	53.84	94.1930	5.1132
3.787	53.92	94.1895	5.1130
3.795	54.01	94.1859	5.1128
3.803	54.09	94.1822	5.1126
3.812	54.17	94.1786	5.1124
3.820	54.26	94.1751	5.1122
3.828	54.34	94.1715	5.1120
3.837	54.42	94.1678	5.1118
3.845	54.51	94.1642	5.1116
3.853	54.59	94.1605	5.1114
3.862	54.68	94.1569	5.1112
3.870	54.76	94.1533	5.1110
3.878	54.84	94.1498	5.1108
3.887	54.93	94.1464	5.1106
3.895	55.01	94.1427	5.1104
3.903	55.09	94.1392	5.1103
3.912	55.18	94.1356	5.1101
3.920	55.26	94.1321	5.1099
3.928	55.34	94.1286	5.1097
3.937	55.43	94.1252	5.1095
3.945	55.51	94.1217	5.1093
3.953	55.59	94.1183	5.1091
3.962	55.68	94.1150	5.1089
3.970	55.76	94.1115	5.1087
3.978	55.85	94.1078	5.1085
3.987	55.93	94.1041	5.1083
3.995	56.01	94.1007	5.1082
4.003	56.10	94.0972	5.1080
4.012	56.18	94.0937	5.1078
4.020	56.26	94.0902	5.1076
4.028	56.35	94.0868	5.1074
4.037	56.43	94.0833	5.1072
4.045	56.51	94.0798	5.1070
4.053	56.60	94.0764	5.1068
4.062	56.68	94.0729	5.1067
4.070	56.76	94.0696	5.1065
4.078	56.85	94.0662	5.1063
4.087	56.93	94.0628	5.1061
4.095	57.01	94.0594	5.1059
4.103	57.10	94.0561	5.1057
